Counter,Date/time,Latitude,Longitude,Temperature,Humidity,Pressure,Magnetic Field,Acceleration,Orientation,Image file,Image type,sunlight
173,2022-04-24 19:13:47.289974,36.14911039894886,134.8543007377572,27.2501,50.9088,1009.418,"16.953920364379883,-15.864184379577637,21.308643341064453","0.01659199967980385,-0.0056119998916983604,-0.006587999872863293","306.03092559387494,230.76827199737153,237.85903288422026",/home/pi/msl/weeagles/photo_173.jpg,twilight,Yes
174,2022-04-24 19:14:35.370557,38.101890877138295,137.66397308680462,27.2143,51.0161,1009.4155,"15.863314628601074,-15.849345207214355,22.598859786987305","0.016835998743772507,-0.004391999915242195,-0.005367999896407127","307.3852120874105,237.61079648902532,239.82910532766206",/home/pi/msl/weeagles/photo_174.jpg,night,Yes
175,2022-04-24 19:15:26.186862,40.08858917980367,140.82836131553998,27.6632,50.9578,1009.4062,"14.887384414672852,-15.66313362121582,23.690000534057617","0.015859998762607574,-0.0058559998869895935,-0.00951599981635809","309.91617283530456,235.15207865198246,241.70238033018643",/home/pi/msl/weeagles/photo_175.jpg,night,Yes
176,2022-04-24 19:16:17.020516,41.97050794601758,144.18890786130342,27.2123,50.9486,1009.4192,"14.002674102783203,-15.429844856262207,24.965599060058594","0.016835998743772507,-0.0056119998916983604,-0.008539999835193157","309.5587217152811,234.3492035754258,249.12605829755995",/home/pi/msl/weeagles/photo_176.jpg,night,Yes
177,2022-04-24 19:17:07.670254,43.73391122052068,147.75797107258114,27.4049,51.1203,1009.3679,"13.213350296020508,-15.327847480773926,25.83897590637207","0.015859998762607574,-0.0056119998916983604,-0.007075999863445759","310.5113828403361,225.5765359262181,249.61275708724753",/home/pi/msl/weeagles/photo_177.jpg,day,Yes
178,2022-04-24 19:17:55.951384,45.28678395053179,151.35248358634067,27.1277,50.9731,1009.3032,"12.62353801727295,-14.784712791442871,26.915685653686523","0.015859998762607574,-0.005367999896407127,-0.005123999901115894","313.22791982797946,228.5191453451997,251.73024550354572",/home/pi/msl/weeagles/photo_178.jpg,day,Yes
179,2022-04-24 19:18:44.290301,46.70648539238571,155.15028064275566,27.094,51.0161,1009.3105,"11.62379264831543,-14.62716293334961,27.616533279418945","0.01781199872493744,-0.004879999905824661,-0.0056119998916983604","313.90970589583554,226.81520439257827,257.6956917434998",/home/pi/msl/weeagles/photo_179.jpg,day,Yes
180,2022-04-24 19:19:33.014659,47.98046729833694,159.15638946543388,26.9897,51.1019,1009.3064,"10.705652236938477,-14.145490646362305,28.074758529663086","0.01756799966096878,-0.006099999882280827,-0.010247999802231789","317.67434224180647,222.64197247007883,261.2328213184068",/home/pi/msl/weeagles/photo_180.jpg,day,Yes
181,2022-04-24 19:20:21.165370,49.09582614143709,163.37301112462646,27.3061,50.7279,1009.3086,"9.950459480285645,-13.800704956054688,28.679750442504883","0.013907999731600285,-0.005367999896407127,-0.007319999858736992","314.3748656839755,228.8343312546391,265.85306863151607",/home/pi/msl/weeagles/photo_181.jpg,day,Yes
182,2022-04-24 19:21:09.422635,50.031475497958006,167.75799485764557,26.9706,51.0375,1009.292,"8.902609825134277,-13.593527793884277,29.052108764648438","0.01634800061583519,-0.005123999901115894,-0.008051999844610691","314.06724420904186,225.43691319920472,272.80497860272766",/home/pi/msl/weeagles/photo_182.jpg,day,Yes
183,2022-04-24 19:21:57.505151,50.77588136262414,172.28144148401972,27.1565,50.9578,1009.25,"8.114716529846191,-13.410778999328613,29.396303176879883","0.018055999651551247,-0.006587999872863293,-0.007319999858736992","314.0064008839154,225.73367125826343,274.3236438439233",/home/pi/msl/weeagles/photo_183.jpg,day,Yes
184,2022-04-24 19:22:45.896873,51.32676013015231,176.97053953336533,27.1399,50.9762,1009.2898,"7.138465881347656,-13.397908210754395,29.700138092041016","0.016835998743772507,-0.006831999868154526,-0.008539999835193157","311.6952868499311,223.77466372127705,277.5960762677356",/home/pi/msl/weeagles/photo_184.jpg,day,Yes
185,2022-04-24 19:23:34.916909,51.67042660616177,-178.2220077846497,27.2019,51.0222,1009.2878,"6.551049709320068,-13.26366138458252,29.844161987304688","0.01634800061583519,-0.004879999905824661,-0.008295999839901924","312.257264569556,228.3954642797091,281.61379161302307",/home/pi/msl/weeagles/photo_185.jpg,day,Yes
186,2022-04-24 19:24:23.081568,51.79803168621323,-173.37130352350226,27.1502,50.7831,1009.2791,"5.737702369689941,-13.39501667022705,29.778392791748047","0.017324000597000122,-0.005123999901115894,-0.008539999835193157","310.86902179056176,233.2933109712552,284.4126597009217",/home/pi/msl/weeagles/photo_186.jpg,day,Yes
187,2022-04-24 19:25:11.321677,51.709363374873085,-168.5444674587357,27.295,51.0161,1009.3203,"5.0787787437438965,-13.103898048400879,30.52233123779297","0.016835998743772507,-0.005123999901115894,-0.010247999802231789","308.97391067326083,238.97259960574246,279.04432225858847",/home/pi/msl/weeagles/photo_187.jpg,day,Yes
188,2022-04-24 19:25:59.700976,51.4094750966655,-163.78621610838644,27.5609,50.9517,1009.3062,"4.548853397369385,-12.7859525680542,31.113021850585938","0.01756799966096878,-0.006099999882280827,-0.007807999849319458","303.9495654631915,234.5006015485683,281.7464612074614",/home/pi/msl/weeagles/photo_188.jpg,day,Yes
189,2022-04-24 19:26:48.456807,50.894732073251944,-159.04852905324924,27.3046,50.8689,1009.3132,"4.116214752197266,-12.688957214355469,30.722436904907227","0.01781199872493744,-0.00634399987757206,-0.006831999868154526","302.8973406706052,233.82605206613783,281.71412709193055",/home/pi/msl/weeagles/photo_189.jpg,day,Yes
190,2022-04-24 19:27:37.091639,50.170585296978025,-154.4080973235142,27.4347,50.5348,1009.2363,"3.6819839477539062,-12.601819038391113,30.48690414428711","0.014883999712765217,-0.004391999915242195,-0.007075999863445759","303.5546166046247,235.21615948677552,288.58482611391065",/home/pi/msl/weeagles/photo_190.jpg,day,Yes
191,2022-04-24 19:28:25.675194,49.26134709042775,-149.97543763484714,27.5365,50.7923,1009.2063,"3.347402334213257,-12.375476837158203,30.887834548950195","0.018543999642133713,-0.007807999849319458,-0.007319999858736992","304.6393462674711,235.2986408511926,292.46189420380915",/home/pi/msl/weeagles/photo_191.jpg,day,Yes
192,2022-04-24 19:29:13.981465,48.17779631445472,-145.74150519113934,27.6441,49.3945,1009.2085,"2.6707239151000977,-12.293949127197266,30.51510238647461","0.016103999689221382,-0.004879999905824661,-0.008051999844610691","304.4547125938273,238.24175570417276,291.31177230984906",/home/pi/msl/weeagles/photo_192.jpg,day,Yes
193,2022-04-24 19:30:02.110821,46.937920266475416,-141.7259184848069,27.3703,50.7524,1009.2231,"1.910365343093872,-12.327043533325195,30.703990936279297","0.01512799970805645,-0.006099999882280827,-0.009027999825775623","301.10232256049625,235.67503891597366,283.53168824139516",/home/pi/msl/weeagles/photo_193.jpg,day,Yes
194,2022-04-24 19:30:50.328765,45.544618777072806,-137.89769208381287,27.2292,50.7494,1009.26,"1.2434935569763184,-12.641695022583008,31.29781150817871","0.02000799961388111,-0.00634399987757206,-0.006831999868154526","299.63950094595464,246.49129233466,280.337645898687",/home/pi/msl/weeagles/photo_194.jpg,day,Yes
195,2022-04-24 19:31:38.778519,44.00967913941166,-134.25845110111956,27.4951,51.1019,1009.2239,"0.8552722334861755,-13.322572708129883,31.230310440063477","0.015615999698638916,-0.003659999929368496,-0.008539999835193157","303.03102113304067,245.73064148755236,278.7026420453586",/home/pi/msl/weeagles/photo_195.jpg,day,Yes
196,2022-04-24 19:32:27.010099,42.358587311958786,-130.83240210017286,27.5733,50.8199,1009.2356,"0.0012299884110689163,-13.0204496383667,31.152156829833984","0.01756799966096878,-0.006099999882280827,-0.006587999872863293","301.0335288951759,239.19438950847112,283.21879727551686",/home/pi/msl/weeagles/photo_196.jpg,day,Yes
197,2022-04-24 19:33:15.372822,40.60866229672821,-127.61494048762427,27.288,50.8046,1009.251,"-0.866973340511322,-12.966665267944336,30.85474967956543","0.017324000597000122,-0.006831999868154526,-0.006587999872863293","296.42529588481665,237.15478573927857,284.44439958999476",/home/pi/msl/weeagles/photo_197.jpg,day,Yes
198,2022-04-24 19:34:03.671705,38.73577993524212,-124.5340032494587,27.5763,50.8597,1009.2332,"-1.7844516038894653,-13.037928581237793,30.54998016357422","0.01756799966096878,-0.0056119998916983604,-0.008295999839901924","296.5938376327759,237.59574275209462,288.0077434309363",/home/pi/msl/weeagles/photo_198.jpg,day,Yes
199,2022-04-24 19:34:51.933773,36.79676881038814,-121.6546675708904,27.5348,50.5931,1009.196,"-2.8906521797180176,-13.101676940917969,29.976293563842773","0.015615999698638916,-0.0058559998869895935,-0.008051999844610691","299.28844971318347,245.9573081453484,284.5449741255232",/home/pi/msl/weeagles/photo_199.jpg,day,Yes
200,2022-04-24 19:35:40.499784,34.76443240826612,-118.90747326487318,27.3593,50.5501,1009.2964,"-4.091704845428467,-12.996214866638184,29.408906936645508","0.01756799966096878,-0.0058559998869895935,-0.009271999821066856","304.389234985349,239.05193908314135,287.3052174936654",/home/pi/msl/weeagles/photo_200.jpg,day,Yes
201,2022-04-24 19:36:29.264142,32.66861459808911,-116.30958654863488,27.5985,50.5931,1009.2388,"-5.222030162811279,-12.87685775756836,28.442184448242188","0.017079999670386314,-0.007075999863445759,-0.008295999839901924","307.5344892868157,239.72446682957747,289.0101078425815",/home/pi/msl/weeagles/photo_201.jpg,day,Yes
202,2022-04-24 19:37:18.037579,30.498415835881914,-113.8254084736543,27.6898,50.5011,1009.2329,"-6.1236653327941895,-13.135517120361328,28.032638549804688","0.019276000559329987,-0.005367999896407127,-0.009027999825775623","308.8876931953678,236.58527090590457,289.1768327602215",/home/pi/msl/weeagles/photo_202.jpg,day,Yes
203,2022-04-24 19:38:06.397337,28.27348354405919,-111.45804937453727,27.6503,50.7249,1009.2266,"-7.038774013519287,-13.273548126220703,27.516910552978516","0.018300000578165054,-0.007075999863445759,-0.009271999821066856","312.2418078514643,235.15444189743528,291.4570504334952",/home/pi/msl/weeagles/photo_203.jpg,day,Yes
204,2022-04-24 19:38:55.006907,26.02778505276407,-109.22163545588829,27.5699,50.4306,1009.2271,"-8.024421691894531,-13.353400230407715,26.581945419311523","0.018300000578165054,-0.006587999872863293,-0.009027999825775623","309.9946448786788,238.42492771733416,287.2949927004779",/home/pi/msl/weeagles/photo_204.jpg,day,Yes
205,2022-04-24 19:39:44.101678,23.698979800139572,-107.03782826653499,27.7197,50.4674,1009.2202,"-8.971517562866211,-13.408034324645996,25.674896240234375","0.016103999689221382,-0.006831999868154526,-0.006099999882280827","312.2626945699462,232.5427005022275,288.87165307791616",/home/pi/msl/weeagles/photo_205.jpg,day,Yes
206,2022-04-24 19:40:32.364075,21.357205415051993,-104.95793738932869,27.6578,50.6268,1009.2227,"-9.961991310119629,-13.184770584106445,24.57939338684082","0.013663999736309052,-0.005367999896407127,-0.008539999835193157","309.9829379344414,231.78624339127023,291.06611772616037",/home/pi/msl/weeagles/photo_206.jpg,day,Yes
207,2022-04-24 19:41:20.741940,18.999862063459656,-102.9623033774646,27.7814,50.5747,1009.2205,"-10.900323867797852,-13.32799243927002,23.117778778076172","0.016103999689221382,-0.0056119998916983604,-0.007075999863445759","309.07023000093636,234.53348207923275,289.62502294336855",/home/pi/msl/weeagles/photo_207.jpg,day,Yes
208,2022-04-24 19:42:09.166789,16.611125456424336,-101.02358174200047,27.7683,50.4214,1009.1614,"-11.783434867858887,-13.434707641601562,21.8233642578125","0.014151999726891518,-0.0056119998916983604,-0.00878399983048439","305.93366028499935,228.16213135728313,287.48276143095075",/home/pi/msl/weeagles/photo_208.jpg,day,Yes
209,2022-04-24 19:42:57.590363,14.200905723994834,-99.13771689986713,27.7806,50.495,1009.1353,"-12.61922836303711,-13.290531158447266,20.81038475036621","0.017079999670386314,-0.0056119998916983604,-0.008051999844610691","301.8802811069607,227.22796638450046,287.7315852224143",/home/pi/msl/weeagles/photo_209.jpg,day,Yes
210,2022-04-24 19:43:45.873177,11.782152486102113,-97.30296142447982,27.4969,50.2773,1009.1458,"-13.216094017028809,-13.806447982788086,19.73934555053711","0.01878799870610237,-0.007563999854028225,-0.007807999849319458","301.8842904280035,222.61299880761962,284.8202580698314",/home/pi/msl/weeagles/photo_210.jpg,day,Yes
211,2022-04-24 19:44:34.258086,9.344400118262374,-95.50043283173768,27.6952,50.6298,1009.1838,"-13.740177154541016,-14.165792465209961,17.7104434967041","0.01634800061583519,-0.008051999844610691,-0.008295999839901924","304.9742816688956,219.83677279681956,286.476961434153",/home/pi/msl/weeagles/photo_211.jpg,day,Yes
212,2022-04-24 19:45:23.002682,6.891042724718848,-93.72265097085732,27.7467,50.2712,1009.1899,"-14.00391960144043,-14.032646179199219,16.02798843383789","0.018300000578165054,-0.0058559998869895935,-0.007807999849319458","306.0292009711095,215.4332268955073,287.1342783493075",/home/pi/msl/weeagles/photo_212.jpg,day,Yes
213,2022-04-24 19:46:11.592190,4.425401328539867,-91.96235125442797,27.7642,50.4367,1009.1987,"-14.730257987976074,-14.056188583374023,14.1138334274292","0.01756799966096878,-0.006099999882280827,-0.00878399983048439","305.2011464021776,214.77135424417637,285.068118804622",/home/pi/msl/weeagles/photo_213.jpg,day,Yes
